,7_1,7_2,7a72_1,7a72_2,7b72_1,7b72_2
DLEU2L__chr1,59.56327457,0,2.759168973,0,23.8093928,63.64851067
DLEU2__chr13,4.254519612,0,0.689792243,6.910393719,0,0
DLEU7-AS1__chr13,0,0,0,0,0,0
DLG1-AS1__chr3,14.18173204,0,9.657091407,0,10.82245127,0
DLG1__chr3,1592.608508,2206.553337,2115.59281,2086.938903,1641.765858,1733.427408
DLG2__chr11,0,0,2.06937673,0,0,0
DLG3-AS1__chrX,0,0,0,13.82078744,0,11.93409575
DLG3__chrX,204.2169414,392.2199165,227.6314403,145.1182681,259.7388306,435.5944949
DLG4__chr17,0,0,0,0,0,0
DLG5-AS1__chr10,0,0,1.379584487,3.45519686,0,2.983523938
DLG5__chr10,158.8353989,109.6528799,104.1586287,169.3046461,60.60572713,180.0059442
DLGAP1-AS1__chr18,73.74500661,95.31365714,71.73839331,310.9677174,38.96082459,140.2256251
DLGAP1-AS2__chr18,1.418173204,19.4001249,35.17940441,89.83511835,104.9777774,91.49473408
DLGAP1__chr18,0,0,0,0,5.411225637,7.956063833
DLGAP2__chr8,0,0,0,0,0,0
DLGAP3__chr1,2.836346408,0,0,0,4.32898051,0
DLGAP4__chr20,1063.629903,720.3350725,736.0083237,639.2114191,886.3587593,1196.393099
DLGAP5__chr14,208.471461,528.0207909,478.7158169,587.3834662,427.4868253,384.8745879
DLK2__chr6,0,0,0,0,0,0
DLL1__chr6,72.32683341,59.0438584,26.90189749,24.18637802,34.63184408,59.67047875
DLL3__chr19,0,0,0,3.45519686,0,0
DLL4__chr15,14.18173204,30.36541289,3.448961217,0,9.740206146,0
DLSTP1__chr1,0,0,0,0,0,0.994507979
DLST__chr14,41.12702292,55.66992364,40.69774236,38.00716546,33.54959895,33.81327129
DLX2__chr2,0,0,0,0,5.411225637,0.994507979
DLX3__chr17,0,3.373934766,0,0,0,0
DLX4__chr17,0,13.49573906,0,0,0,0
DLX6-AS1__chr7,1.418173204,0.843483691,0.689792243,0,0,0.994507979
DMAP1__chr1,126.2174152,93.62668976,198.6601661,183.1254336,176.4059558,282.4402661
DMBT1P1__chr10,1.418173204,0,0,0,0,3.978031917
DMBT1__chr10,28.36346408,21.08709229,2.06937673,0,3.246735382,0
DMBX1__chr1,0,1.686967383,0,0,2.164490255,0
DMC1__chr22,12.76355884,32.89586397,8.967299164,0,14.06918666,3.978031917
DMD__chrX,90.76308506,118.9312005,93.12195285,141.6630712,55.1945015,38.78581119
DMGDH__chr5,0,0,0,0,0,0
DMKN__chr19,1528.790714,1070.380804,1065.039224,1838.164729,1301.940888,1556.404987
DMPK__chr19,82.25404584,142.5487439,36.5589889,114.0214964,112.5534932,120.3354655
DMRT2__chr9,0,0,8.967299164,0,0,0
DMRTA1__chr9,0,0,0,3.45519686,0,0
DMRTA2__chr1,0,0,0,0,0,0
DMTF1__chr7,120.5447224,108.8093962,93.8117451,100.2007089,83.33287481,93.48375004
DMTN__chr8,405.5975364,275.8191671,286.9535732,431.8996075,163.4190142,258.5720746
DMWD__chr19,1229.556168,912.6493542,982.2641546,725.5913405,400.4306971,442.5560507
DMXL1__chr5,89.34491186,171.2271894,177.9663988,165.8494493,111.4712481,114.3684176
DMXL2__chr15,102.1084707,130.7399722,81.39548472,107.1111027,82.25062968,110.3903857
DNA2__chr10,99.27212429,57.35689102,175.2072298,65.64874034,98.48430659,96.46727398
DNAAF2__chr14,140.3991472,272.4452324,340.7573682,141.6630712,194.8041229,216.8027395
DNAAF3__chr19,39.70884972,178.8185426,151.0645013,3.45519686,349.5651761,218.7917554
DNAAF5__chr7,324.7616637,331.4890908,293.1617034,324.7885048,419.9111094,194.9235639
DNAH10__chr12,0,0,2.06937673,17.2759843,0,3.978031917
DNAH12__chr3,19.85442486,21.93057598,19.31418281,10.36559058,0,14.91761969
DNAH14__chr1,14.18173204,123.9921026,24.83252076,24.18637802,9.740206146,12.92860373
DNAH1__chr3,89.34491186,64.10476055,19.31418281,0,61.68797226,0
DNAH2__chr17,0,24.46102705,2.759168973,3.45519686,1.082245127,0.994507979
DNAH3__chr16,0,1.686967383,0,17.2759843,0,3.978031917
DNAH5__chr5,0,9.278320606,1.379584487,0,7.575715892,24.86269948
DNAH6__chr2,5.672692817,9.278320606,8.27750692,6.910393719,48.70103073,2.983523938
DNAH7__chr2,0,6.747869532,26.21210525,13.82078744,14.06918666,3.978031917
DNAH8__chr6,0,1.686967383,0,0,0,0
DNAH9__chr17,0,0,0,0,0,0
DNAJA1__chr9,1701.807845,2092.683039,2172.845567,2252.788353,2495.657264,2739.869483
DNAJA2__chr16,1487.663691,1164.850978,1154.022423,1029.648664,1077.916147,1624.03153
DNAJA3__chr16,479.342543,761.6657734,728.420609,770.5088997,643.9358508,395.8141757
DNAJA4__chr15,92.18125827,199.0621512,71.73839331,127.8422838,101.731042,125.3080054
DNAJB11__chr3,557.3420692,656.230312,723.5920633,825.7920495,639.6068703,702.1226333
DNAJB12__chr10,191.4533826,199.0621512,339.3777837,162.3942524,456.7074438,210.8356916
DNAJB13__chr11,0,0.843483691,2.06937673,0,22.72714767,0
DNAJB14__chr4,431.1246541,727.9264258,484.2341548,732.5017343,477.2701012,512.1716093
DNAJB1__chr19,1625.226492,1412.835183,1677.574736,1893.447879,1581.160131,1439.053046
DNAJB2__chr2,109.1993367,141.7052602,118.6442659,148.573465,85.49736506,119.3409575
DNAJB4__chr1,229.7440591,316.3063843,224.8722713,107.1111027,413.4176387,371.9459842
DNAJB5__chr9,32.6179837,2.530451074,14.48563711,34.5519686,28.13837331,1.989015958
DNAJB6__chr7,981.3758573,869.6316859,1127.120526,729.0465374,1002.158988,1068.10157
DNAJB7__chr22,0,0,0.689792243,0,15.15143178,0.994507979
DNAJB9__chr7,795.5951675,764.1962245,659.4413847,639.2114191,633.1133995,817.4855589
DNAJC10__chr2,1204.02905,1293.903983,1809.325054,1800.157564,1339.819468,1438.058538
DNAJC11__chr1,19.85442486,15.18270645,31.04065095,0,9.740206146,37.79130321
DNAJC12__chr10,29.78163729,37.95676612,0,0,31.38510869,3.978031917
DNAJC13__chr3,682.1413112,577.7863287,619.4334345,404.2580326,416.664374,400.7867156
DNAJC14__chr12,34.0361569,41.33070088,40.69774236,51.8279529,37.87857946,62.65400269
DNAJC15__chr13,1152.974815,1238.234059,1386.482409,946.7239396,1826.829775,1621.048006
DNAJC16__chr1,187.1988629,178.8185426,215.2151799,352.4300797,183.9816717,287.412806
DNAJC17__chr15,17.01807845,6.747869532,2.759168973,3.45519686,4.32898051,0
DNAJC18__chr5,12.76355884,48.07857041,37.93857339,3.45519686,20.56265742,84.53317823
DNAJC19__chr3,354.543301,377.8806938,297.9902491,255.6845676,373.3745689,356.0338565
DNAJC1__chr10,398.5066704,368.6023732,438.7078668,407.7132295,331.167009,389.8471278
DNAJC21__chr5,517.6332195,340.7674114,442.156828,397.3476389,360.3876274,399.7922076
DNAJC22__chr12,112.0356831,268.2278139,195.9009971,300.6021268,199.1331034,223.7642953
DNAJC24__chr11,38.29067651,41.33070088,62.77109415,62.19354348,66.01695277,113.3739096
DNAJC25__chr9,151.7445328,285.0974877,209.0070497,297.1469299,150.4320727,207.8521676
DNAJC27-AS1__chr2,0,26.14799444,6.897922434,0,6.493470764,18.8956516
DNAJC27__chr2,79.41769943,87.72230391,186.2439057,58.73834662,38.96082459,108.4013697
DNAJC28__chr21,0,0,0,0,0,2.983523938
DNAJC2__chr7,195.7079022,630.0823175,623.572188,262.5949613,521.6421514,333.160173
DNAJC3-AS1__chr13,56.72692817,80.97443438,50.35483377,31.09677174,23.8093928,49.72539896
DNAJC30__chr7,201.380595,147.609646,215.2151799,145.1182681,176.4059558,169.0663565
DNAJC3__chr13,1091.993367,1145.450853,865.6892654,1057.290239,1209.950052,772.7326998
DNAJC4__chr11,205.6351146,214.2448576,214.5253877,110.5662995,133.1161507,157.1322607
DNAJC5G__chr2,0,0,0,0,0,0
DNAJC5__chr20,469.4153306,547.4209158,499.4095842,469.9067729,531.3823575,369.9569683
DNAJC6__chr1,1.418173204,25.30451074,42.76711909,20.73118116,47.6187856,113.3739096
DNAJC7__chr17,86.50856545,111.3398473,115.1953046,82.92472463,70.34593328,65.63752663
DNAJC8__chr1,2885.98247,3508.892157,3415.161397,2532.659298,3060.58922,2989.490985
DNAJC9-AS1__chr10,18.43625165,0.843483691,40.00795012,72.55913405,6.493470764,7.956063833
DNAJC9__chr10,662.2868863,532.2382093,483.5443626,583.9282693,617.9619677,635.4905987
DNAL1__chr14,628.2507294,452.9507423,353.1736286,490.6379541,376.6213043,246.6379788
DNAL4__chr22,157.4172257,161.9488688,237.978324,269.5053551,239.1761731,287.412806
DNALI1__chr1,11.34538563,1.686967383,2.759168973,17.2759843,29.22061844,5.967047875
DNASE1L1__chrX,170.1807845,22.77405967,17.24480608,3.45519686,6.493470764,2.983523938
DNASE1L2__chr16,0,0,0,0,2.164490255,0
DNASE1__chr16,8.509039225,8.434836915,8.27750692,3.45519686,29.22061844,17.90114363
DNASE2__chr19,138.980974,199.9056349,134.5094875,145.1182681,164.5012594,318.2425533
DND1__chr5,32.6179837,0,77.25673126,13.82078744,40.04306971,35.80228725
DNER__chr2,12.76355884,1.686967383,0,27.64157488,21.64490255,53.70343088
DNHD1__chr11,0,0,20.6937673,0,0,64.64301865
DNLZ__chr9,41.12702292,28.67844551,30.35085871,27.64157488,72.51042353,59.67047875
DNM1L__chr12,341.7797422,302.8106452,411.8059693,445.7203949,538.9580734,406.7537635
DNM1P35__chr15,2.836346408,0,44.14670358,0,0,0
DNM1P46__chr15,0,0,0,0,2.164490255,0
DNM1__chr9,2.836346408,39.6437335,73.1179778,0,4.32898051,0.994507979
DNM2__chr19,1748.607561,1854.820638,1460.290179,1482.279453,1034.626342,1390.322155
DNM3-IT1__chr1,0,0,0,0,0,4.972539896
DNM3__chr1,0,0,0,27.64157488,96.31981634,14.91761969
DNMBP-AS1__chr10,2.836346408,1.686967383,2.06937673,0,1.082245127,2.983523938
DNMBP__chr10,310.5799317,360.1675363,385.593864,504.4587415,413.4176387,525.100213
DNMT1__chr19,1016.830187,1314.147591,1261.630013,2093.849297,1110.383501,1386.344123
DNMT3A__chr2,97.85395109,53.13947256,133.8196952,103.6559058,30.30286357,76.5771144
DNMT3B__chr20,63.81779419,11.80877168,22.76314403,27.64157488,47.6187856,40.77482715
DNPEP__chr2,419.7792684,452.1072586,409.0468003,646.1218128,400.4306971,543.9958646
DNPH1__chr6,799.8496871,577.7863287,682.8943209,898.3511835,933.9775449,735.9359046
DNTTIP1__chr20,398.5066704,327.2716723,265.5700137,262.5949613,287.8772039,263.5446145
DNTTIP2__chr1,777.1589159,885.6578761,1219.552686,1102.207798,949.1289767,833.3976865
DOC2A__chr16,164.5080917,0,0,0,0,0
DOC2B__chr17,0,0,0,0,0,0
DOCK11__chrX,1.418173204,8.434836915,1.379584487,0,0,10.93958777
DOCK1__chr10,202.7987682,388.0024981,271.0883516,618.4802379,165.5835045,280.4512501
DOCK3__chr3,0,0,17.93459833,0,0,0
DOCK4__chr7,15.59990525,2.530451074,21.38355954,0,3.246735382,33.81327129
DOCK5__chr8,558.7602424,530.5512419,611.1559276,556.2866944,506.4907196,507.1990694
DOCK6__chr19,140.3991472,137.4878417,154.5134625,165.8494493,86.57961019,151.1652128
DOCK7__chr1,275.1256016,314.6194169,422.1528529,504.4587415,205.6265742,288.407314
DOCK8__chr9,0,0,11.72646814,0,0,0
DOCK9-AS2__chr13,1.418173204,12.65225537,0,0,25.97388306,0
DOCK9__chr13,277.961948,403.1852045,446.9853737,362.7956703,312.7688418,243.6544549
DOHH__chr19,24.10894447,22.77405967,29.66106646,0,23.8093928,15.91212767
DOK1__chr2,26.94529088,6.747869532,18.62439057,13.82078744,12.98694153,22.87368352
DOK3__chr5,110.6175099,0.843483691,2.759168973,10.36559058,2.164490255,66.6320346
DOK4__chr16,467.9971574,418.367911,264.1904292,438.8100012,325.7557833,386.8636039
DOK7__chr4,63.81779419,123.148619,190.3826592,176.2150398,84.41511994,83.53867025
DOLK__chr9,95.01760468,85.19185284,86.22403042,82.92472463,94.15532608,89.50571813
DOLPP1__chr9,334.6888762,725.3959747,473.8872712,894.8959867,384.1970202,525.100213
DONSON__chr21,182.9443433,165.3228035,198.6601661,107.1111027,182.8994265,77.57162238
DOPEY1__chr6,36.87250331,23.61754336,17.24480608,3.45519686,12.98694153,30.82974735
DOPEY2__chr21,536.0694712,635.1432197,402.8386701,563.1970881,413.4176387,336.143697
DOT1L__chr19,436.7973469,407.402623,524.9318972,228.0429927,304.1108808,293.3798539
DPAGT1__chr11,283.6346408,563.4471059,662.8903459,1043.469452,559.5207309,727.9798408
DPCD__chr10,80.83587264,140.0182928,70.35880882,65.64874034,140.6918666,129.2860373
DPCR1__chr6,612.6508242,267.3843302,480.7851936,466.4515761,251.0808696,596.7047875
DPEP1__chr16,11.34538563,7.591353223,18.62439057,0,6.493470764,9.945079792
DPEP2__chr16,0,0,0,0,0,0
DPF1__chr19,0,0,0,0,0,26.85171544
DPF2__chr11,215.562327,450.4202913,575.286731,476.8171666,162.3367691,649.4137104
DPF3__chr14,2.836346408,0,0,3.45519686,0,25.85720746
DPH1__chr17,0,0.843483691,2.06937673,6.910393719,0,4.972539896
DPH2__chr1,262.3620428,154.3575155,411.116177,338.6092923,198.0508583,158.1267687
DPH3P1__chr20,0,0,0,0,0,0
DPH3__chr3,224.0713663,188.9403469,193.1418281,224.5877959,244.5873988,233.7093751
DPH5__chr1,364.4705135,506.9336986,582.8744456,483.7275604,389.6082459,510.1825933
DPH6-AS1__chr15,0,0,0,0,0,0
DPH6__chr15,174.4353041,79.287467,225.5620636,338.6092923,138.5273763,45.74736704
DPH7__chr9,299.2345461,123.148619,354.5532131,196.946221,203.4620839,150.1707049
DPM1__chr20,466.5789842,576.0993613,495.960623,663.3977971,683.9789205,550.9574205
DPM2__chr9,574.3601477,737.2047464,807.746717,1230.050082,798.696904,454.4901465
DPM3__chr1,550.2512032,468.9769325,466.2995565,739.412128,482.6813268,511.1771013
DPP10__chr2,0,0,4.13875346,3.45519686,0,0
DPP3__chr11,662.2868863,560.9166548,547.6950412,583.9282693,551.945015,691.1830455
DPP4__chr2,805.5223799,579.4732961,239.3579084,221.132599,512.9841904,850.3043222
DPP6__chr7,2.836346408,0,0.689792243,0,1.082245127,0.994507979
DPP7__chr9,52.47240855,47.23508672,55.87317171,82.92472463,76.83940404,24.86269948
DPP8__chr15,1550.063312,1096.528799,1209.895595,1323.340397,940.4710157,1500.712541
DPP9__chr19,1490.500038,1110.024538,1441.665789,1164.401342,953.4579572,794.6118754
DPPA2P3__chr3,0,2.530451074,0,0,0,0
DPRXP4__chr17,12.76355884,0,0,0,0,0
DPY19L1P1__chr7,0,8.434836915,0.689792243,0,0,0
DPY19L1P2__chr7,0,0.843483691,1.379584487,0,8.657961019,3.978031917
DPY19L1__chr7,1612.462933,1816.863871,1365.788642,1520.286618,1490.25154,1516.624668
DPY19L2P2__chr7,7.090866021,0,0,0,12.98694153,3.978031917
DPY19L2P3__chr7,0,5.90438584,6.897922434,0,0,27.84622342
DPY19L2P4__chr7,0,0,0,0,0,0
DPY19L2__chr12,12.76355884,2.530451074,4.13875346,0,5.411225637,5.967047875
DPY19L3__chr19,218.3986734,67.47869532,193.8316204,324.7885048,137.4451312,134.2585772
DPY19L4__chr8,517.6332195,397.2808187,536.6583653,355.8852766,363.6343628,397.8031917
DPY30__chr2,1506.099943,1482.84433,1365.09885,1119.483783,1062.764715,1401.261743
DPYD__chr1,14.18173204,37.11328243,26.21210525,0,12.98694153,17.90114363
DPYSL2__chr8,3753.904471,4400.454418,5321.747158,5193.16088,3870.108575,3804.987528
DPYSL3__chr5,8.509039225,14.33922276,2.759168973,0,31.38510869,14.91761969
DPYSL5__chr2,4.254519612,0,0.689792243,0,1.082245127,0.994507979
DQX1__chr2,5.672692817,42.17418457,12.41626038,0,17.31592204,8.950571813
DR1__chr1,580.0328405,475.724802,513.2054291,632.3010253,594.1525749,684.2214897
DRAM1__chr12,14.18173204,95.31365714,86.91382266,96.74551207,27.05612818,97.46178196
DRAM2__chr1,787.0861283,887.3448434,524.9318972,456.0859855,699.1303523,912.9583249
DRAP1__chr11,545.9966836,503.5597638,607.7069664,621.9354348,755.4070989,400.7867156
DRC1__chr2,0,0.843483691,0,0,0,17.90114363
DRC3__chr17,1.418173204,0,0,79.46952777,0,21.87917554
DRC7__chr16,0,0,13.79584487,0,0,0
DRD1__chr5,0,0,0.689792243,0,0,0
DRD2__chr11,0,0,8.967299164,0,0,0
DRD4__chr11,0,40.48721719,0,55.28314976,40.04306971,66.6320346
DRD5__chr4,0,0,31.04065095,0,0,0
DRG1__chr22,242.5076179,224.3666619,275.9168973,252.2293708,360.3876274,256.5830586
DRG2__chr17,937.4124879,598.0299373,575.9765232,290.2365362,458.871934,269.5116624
DROSHA__chr5,424.033788,194.001249,291.7821189,224.5877959,273.8080172,198.9015958
DSC1__chr18,1.418173204,0,2.759168973,0,0,3.978031917
DSC2__chr18,1837.952473,2974.123496,1365.09885,1534.107406,1573.584415,2163.054855
DSC3__chr18,340.361569,448.7333239,329.0309001,283.3261425,271.643527,279.4567421
DSCAM-AS1__chr21,0,0,0.689792243,0,1.082245127,0
DSCAML1__chr11,0,0,0,0,0,4.972539896
DSCC1__chr8,229.7440591,201.5926023,331.1002768,338.6092923,269.4790367,322.2205853
DSCR3__chr21,216.9805002,371.1328243,373.1776037,245.318977,273.8080172,375.9240161
DSCR9__chr21,0,0,0,0,0,0
DSEL__chr18,75.16317982,29.5219292,55.18337947,55.28314976,29.22061844,44.75285906
DSE__chr6,7.090866021,13.49573906,17.93459833,65.64874034,20.56265742,0
DSG1__chr18,0,0,0,20.73118116,0,0
DSG2-AS1__chr18,0,0,0,0,0,0
DSG2__chr18,2270.4953,3082.089409,1847.263628,2173.318825,2376.6103,2774.677262
DSG3__chr18,80.83587264,127.3660374,62.77109415,131.2974807,117.9647189,90.5002261
DSG4__chr18,0,0.843483691,4.13875346,0,0,0
DSN1__chr20,314.8344513,219.3057598,291.7821189,348.9748828,288.959449,394.8196677
DSPP__chr4,0,0,0,0,0,0
DSP__chr6,3362.488667,3322.482261,2583.961744,2905.820559,2896.087961,2688.155068
DSTNP2__chr12,5.672692817,14.33922276,2.759168973,13.82078744,6.493470764,22.87368352
DSTN__chr20,2304.531457,2721.078389,2679.842865,2553.390479,2848.469175,2352.011371
DSTYK__chr1,90.76308506,102.9050104,229.0110248,342.0644891,256.4920952,182.9894682
DST__chr6,411.2702292,317.149868,240.7374929,383.5268514,216.4490255,288.407314
DTD1__chr20,516.2150463,532.2382093,746.3552073,324.7885048,479.4345914,580.7926598
DTD2__chr14,487.8515822,429.333199,239.3579084,563.1970881,288.959449,171.0553724
DTL__chr1,439.6336933,380.4111449,355.2430053,314.4229142,265.1500562,395.8141757
DTNA__chr18,1.418173204,27.83496182,30.35085871,3.45519686,0,33.81327129
DTNBP1__chr6,174.4353041,172.9141568,294.5412879,473.3619698,320.3445577,90.5002261
DTNB__chr2,79.41769943,55.66992364,74.49756228,58.73834662,88.74410044,31.82425533
DTWD1__chr15,321.9253173,221.8362109,110.3667589,110.5662995,311.6865967,205.8631517
DTWD2__chr5,143.2354936,269.9147813,186.933698,276.4157488,341.9894603,89.50571813
DTX2P1-UPK3BP1-PMS2P11__chr7,0,0,0.689792243,0,0,0
DTX2__chr7,175.8534773,93.62668976,120.0238503,127.8422838,134.1983958,139.2311171
DTX3L__chr3,185.7806897,197.3751838,185.5541135,186.5806304,416.664374,469.4077662
DTX3__chr12,43.96336933,127.3660374,4.828545704,31.09677174,98.48430659,1.989015958
DTX4__chr11,459.4881181,329.8021234,513.8952213,369.706064,365.7988531,317.2480454
DTYMK__chr2,656.6141935,797.0920885,1141.606163,725.5913405,767.3117953,643.4466625
DUBR__chr3,4.254519612,0,9.657091407,0,38.96082459,5.967047875
DUOX1__chr15,1.418173204,0.843483691,2.06937673,0,1.082245127,0
DUOX2__chr15,251.0166571,2039.543566,91.05257612,51.8279529,712.1172938,2117.307488
DUOXA1__chr15,0,0.843483691,0.689792243,3.45519686,1.082245127,0
DUOXA2__chr15,4.254519612,41.33070088,0.689792243,0,0,18.8956516
DUS1L__chr17,1015.412014,1081.346092,1425.110775,1247.326066,1202.374337,1147.662208
DUS2__chr16,46.79971574,113.0268147,83.46486145,62.19354348,62.77021739,30.82974735
DUS3L__chr19,41.12702292,7.591353223,56.56296396,31.09677174,14.06918666,39.78031917
DUS4L__chr7,22.69077127,97.00062452,87.60361491,172.759843,46.53654048,42.7638431
DUSP10__chr1,34.0361569,53.98295626,40.00795012,17.2759843,51.94776611,59.67047875
DUSP11__chr2,798.4315139,702.621915,627.0211492,404.2580326,713.1995389,550.9574205
DUSP12__chr1,73.74500661,76.75701593,139.3380332,217.6774022,143.9386019,74.58809844
DUSP14__chr17,533.2331248,424.2722968,577.3561077,646.1218128,1034.626342,338.1327129
DUSP16__chr12,517.6332195,528.0207909,560.8010939,352.4300797,641.7713605,591.7322476
DUSP18__chr22,56.72692817,91.09623868,47.59566479,34.5519686,51.94776611,51.71441492
DUSP19__chr2,35.4543301,62.41779317,95.19132958,76.01433091,67.0991979,74.58809844
DUSP1__chr5,218.3986734,114.713782,146.2359556,72.55913405,399.348452,309.2919815
DUSP22__chr6,120.5447224,282.5670366,91.05257612,224.5877959,104.9777774,81.54965429
DUSP23__chr1,174.4353041,245.4537542,160.7215927,176.2150398,203.4620839,214.8137235
DUSP27__chr1,0,8.434836915,7.587714677,0,0,0
DUSP28__chr2,80.83587264,25.30451074,48.97524928,114.0214964,57.35899175,40.77482715
DUSP2__chr2,8.509039225,5.060902149,11.72646814,20.73118116,20.56265742,34.80777927
DUSP3__chr17,319.0889709,320.5238028,398.6999167,266.0501582,417.7466192,559.9079923
DUSP4__chr8,1808.170835,2235.231782,2299.767339,2605.218432,1985.919809,2059.626025
DUSP5P1__chr1,0,0,0,0,0,0.994507979
DUSP5__chr10,170.1807845,344.1413461,62.0813019,34.5519686,285.7127136,545.9848806
DUSP6__chr12,1710.316884,1619.488688,1270.597312,1281.878035,1888.517747,1484.800413
DUSP7__chr3,137.5628008,80.97443438,80.01590023,82.92472463,63.85246252,88.51121015
