,1_1,1_2,1b24_1,1b24_2,1b60_1,1b60_2,6_1,6_2,6a24_1,6a24_2,6a60_1,6a60_2,6b24_1,6b24_2,6b60_1,6b60_2
C17orf77__chr17,1.516184722,3.656424173,7.496839704,3.312131282,4.836121778,0,0,1.900814354,1.431462014,0,0.52578928,2.642003786,0,0,1.281663136,0.511648224
C17orf78__chr17,384.6055244,223.7731594,13.49431147,24.84098461,172.8913536,181.6180133,243.9573685,294.6262249,3.340078033,5.689252232,128.8183737,116.2481666,2.985526561,94.66334453,95.48390361,51.67647067
C17orf80__chr17,27.7967199,46.07094458,23.98988705,21.52885333,29.01673067,50.44944814,32.74164682,39.91710144,57.25848057,15.64544364,51.00156019,37.51645376,38.8118453,27.04666986,46.78070445,32.23383814
C17orf82__chr17,0,0.731284835,0,0,7.254182668,0,0,0,0,0,0,0,0.74638164,0,0,0
C17orf89__chr17,90.9710833,92.87317399,139.4412185,168.9186954,146.2926838,206.8427374,105.9288574,144.4618909,186.5672158,223.3031501,203.4804515,207.1330968,198.5375163,356.1144866,244.7976589,225.636867
C17orf96__chr17,1.516184722,2.193854504,7.496839704,6.624262564,2.418060889,0,12.19786842,10.45447895,6.680156066,11.37850446,9.464207045,7.926011358,17.16677773,0,13.45746292,9.721316265
C17orf97__chr17,37.90461804,27.05753888,53.97724587,54.65016615,38.68897423,65.58428259,55.85339752,34.21465838,39.60378239,17.0677567,28.39262114,27.47683937,36.57270038,45.07778311,48.70319916,50.65317422
C17orf98__chr17,0,0,0,0,2.418060889,0,0,0,0,1.422313058,1.051578561,0.528400757,0,0,0,0
C17orf99__chr17,0.505394907,0,1.499367941,0,0,0,0,0.950407177,0,0,0,2.113603029,0,0,0,1.023296449
C18orf21__chr18,32.34527406,40.95195073,47.97977411,69.55475692,25.38963934,0,42.37154294,57.02443063,38.64947438,31.29088728,37.3310389,47.55606815,50.75395154,58.60111804,42.29488348,26.09405945
C18orf25__chr18,59.63659905,70.20334412,61.47408558,26.49705026,51.98830912,55.49439296,60.98934212,46.56995168,86.36487485,65.42640067,39.9599853,53.89687723,72.39901911,315.5444818,56.39317797,48.0949331
C18orf32__chr18,5.559343979,5.850278676,7.496839704,4.968196923,3.627091334,5.044944814,17.9758061,12.3552933,7.634464075,2.844626116,4.732103523,9.511213629,2.985526561,0,0.640831568,5.628130469
C18orf54__chr18,13.64566249,7.312848346,0,46.36983795,2.418060889,5.044944814,46.22350139,46.56995168,42.46670642,89.60572265,106.7352239,90.88493023,71.65263747,72.12445297,80.10394598,102.8412931
C18orf61__chr18,4.043159258,0,0,0,27.80770023,25.22472407,0.641993075,0,0,0,1.051578561,2.113603029,5.971053122,0,0.640831568,0.511648224
C18orf63__chr18,0,0,0,0,0,0,0,2.851221532,0,0,0,0,0,0,0,0
C18orf65__chr18,0,0.731284835,0,0,0,0,0,0,0,0,0,0,0,0,0.640831568,1.023296449
C18orf8__chr18,27.7967199,23.40111471,40.4829344,24.84098461,45.9431569,85.76406184,17.33381302,14.25610766,46.28393846,24.17932199,27.34104257,20.60762953,35.82631873,36.06222649,29.47825212,33.76878281
C19orf12__chr19,92.48726802,40.95195073,49.47914205,46.36983795,33.85285245,60.53933777,19.90178532,26.61140096,21.47193021,31.29088728,22.60893905,23.77803407,28.36250233,13.52333493,29.47825212,28.14065235
C19orf18__chr19,1.010789814,0,0,0,0,0,1.28398615,0,0,0,2.628946401,0.528400757,0,0,0,0
C19orf24__chr19,87.93871386,46.07094458,130.4450109,197.0718113,62.86958312,116.0337307,69.97724517,49.42117321,93.99933893,55.47020926,87.28102053,86.65772418,78.37007223,18.03111324,117.2721769,68.56086208
C19orf25__chr19,88.44410876,58.50278676,53.97724587,41.40164102,88.25922246,40.35955851,72.54521747,64.62768805,50.5783245,108.0957924,90.43575621,89.29972796,49.26118826,40.5700048,67.28731462,78.28217834
C19orf33__chr19,155.1562365,178.4334996,256.3919179,220.2567302,183.7726276,287.5618544,118.7687189,181.5277708,159.3694376,183.4783845,93.06470261,106.7369529,183.6098835,225.3889155,74.97729344,97.72481087
C19orf38__chr19,0,0,0,0,0,0,0,0,0,0,0,1.585202272,0,0,0,0
C19orf43__chr19,427.5640915,408.7882225,299.8735882,399.1118195,397.7710163,393.5056955,366.5780458,403.9230503,352.6168095,337.0881947,530.5213838,489.2991011,395.5822694,383.1611564,419.1038454,516.2530585
C19orf44__chr19,0,0,1.499367941,0,0,0,2.5679723,0,0.954308009,0,3.680524962,0.528400757,0.74638164,0,0.640831568,1.534944673
C19orf45__chr19,7.075528701,6.581563511,14.99367941,6.624262564,1.209030445,15.13483444,9.629896124,20.9089579,5.725848057,7.11156529,5.783682083,18.4940265,3.731908202,9.015556622,7.689978814,8.698019816
C19orf47__chr19,37.39922313,8.775418015,71.96966116,48.02590359,22.97157845,50.44944814,53.92741829,46.56995168,55.82701855,49.78095703,59.93997795,32.76084694,45.52928006,4.507778311,65.36481992,57.81624936
C19orf48__chr19,30.82908934,33.63910239,47.97977411,23.18491897,21.762548,40.35955851,160.4982687,130.2057833,62.98432862,91.02803571,171.9330947,209.2466998,113.4500093,18.03111324,429.3571505,137.6333724
C19orf52__chr19,46.49633146,62.89049577,64.47282146,51.33803487,50.77927867,292.6067992,39.80357065,68.42931676,49.14686249,34.13551339,47.32103523,52.31167496,78.37007223,31.55444818,45.49904132,44.0017473
C19orf53__chr19,243.0949504,340.0474481,313.3678996,193.75968,279.2860327,307.7416337,320.9965375,320.2872187,404.149442,366.956769,426.9408956,408.4537853,417.2273369,302.0211468,477.419518,506.020094
C19orf54__chr19,52.05567544,100.1860223,31.48672676,51.33803487,90.67728335,35.3146137,53.92741829,53.22280192,46.28393846,35.55782645,48.37261379,55.4820795,47.76842498,49.58556142,43.57654661,58.32789759
C19orf57__chr19,2.021579629,0,0,0,2.418060889,15.13483444,14.12384765,1.900814354,3.817232038,0,6.309471363,5.812408329,14.92763281,0,1.922494704,8.698019816
C19orf60__chr19,57.61501942,68.74077445,67.47155734,94.39574153,54.40637001,65.58428259,73.18721054,114.0488613,101.633803,98.139601,91.48733477,77.6749113,70.90625583,108.1866795,89.07558793,90.56173573
C19orf66__chr19,944.5830816,1132.028924,322.3641073,395.7996882,836.6490677,822.3260047,226.6235554,121.6521187,314.4444891,490.698005,371.7330212,248.3483559,294.0743663,49.58556142,355.0206886,698.9114746
C19orf67__chr19,0,0,0,0,0,0,0,0,3.340078033,0,0,0,0,0,0,0
C19orf68__chr19,0.505394907,2.193854504,2.998735882,28.1531159,12.09030445,0,6.419930749,9.504071772,6.680156066,0,1.051578561,1.056801514,5.224671482,0,11.53496822,1.023296449
C19orf70__chr19,240.0625809,317.3776182,374.8419852,379.2390318,297.4214894,277.4719648,161.1402618,225.246501,282.9523248,322.8650642,273.4104257,314.9268513,357.5168057,90.15556622,259.536785,356.6188124
C19orf71__chr19,0,0,0,0,0,0,0,0,0,0,1.577367841,0,0,0,0,0
C19orf73__chr19,3.032369443,5.850278676,13.49431147,11.59245949,0,0,5.777937674,0,2.862924028,4.266939174,4.732103523,4.755606815,5.224671482,0,3.844989407,8.186371591
C1D__chr2,76.31463099,131.6312702,56.97598175,56.30623179,78.5869789,60.53933777,69.97724517,80.78461006,67.75586867,34.13551339,54.68208515,57.06728177,77.62369059,117.2022361,53.18902013,47.07163665
C1GALT1__chr7,414.4238239,533.1066444,293.8761164,299.747881,386.8897423,287.5618544,199.0178532,249.0066804,261.4803946,231.8370284,211.89308,275.2967945,237.3493616,189.3266891,228.1360382,259.917298
C1GALT1C1__chrX,79.85239534,115.5430039,77.96713293,155.6701702,102.7675878,65.58428259,59.70535597,116.9000828,119.2885012,93.87266183,118.8283773,127.3445825,149.2763281,139.7411276,96.12473518,114.6092023
C1GALT1C1L__chr2,0,0,0,0,1.209030445,0,0,0,0,0,0,1.056801514,0,13.52333493,0,3.581537571
C1orf101__chr1,0,0,0,0,0,0,0,0,2.862924028,0,0,0,0,0,0,0
C1orf105__chr1,3.032369443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1orf106__chr1,798.5239534,740.0602526,1012.07336,635.9292061,901.9367117,832.4158944,380.0599004,232.8497584,725.2740872,675.5987025,449.0240454,454.4246512,542.6194525,401.1922697,349.894036,319.2684921
C1orf109__chr1,20.7211912,18.28212086,7.496839704,28.1531159,9.672243557,0,42.37154294,27.56180814,13.36031213,21.33469587,17.87683553,17.96562574,18.65954101,13.52333493,28.83742055,22.00087365
C1orf112__chr1,4.043159258,2.925139338,0,0,6.045152223,0,6.419930749,2.851221532,2.862924028,8.533878348,6.309471363,2.113603029,2.239144921,4.507778311,11.53496822,8.186371591
C1orf115__chr1,407.3482952,324.6904665,145.4386903,120.8927918,443.7141732,454.0450333,163.7082341,147.3131125,44.85247644,69.69333984,131.9731094,63.93649162,56.72500466,90.15556622,73.6956303,84.42195704
C1orf116__chr1,521.5675443,511.1680994,494.7914205,428.921001,571.8714003,464.1349229,246.5253408,276.5684886,388.8805138,448.0286133,263.4204294,300.1316301,491.1191193,320.0522601,287.0925424,294.7093773
C1orf122__chr1,268.3646957,296.170358,478.2983731,425.6088697,432.8328992,358.1910818,172.0541441,210.0399862,449.9562264,348.4666992,342.8146107,343.4604922,398.5677959,405.700048,439.6104555,413.9234136
C1orf123__chr1,93.49805784,133.0938399,101.95702,104.3321354,125.7391662,171.5281237,135.4605388,152.0651484,120.2428092,170.677567,153.0046806,142.6682044,99.26875816,76.63223128,144.1871028,164.7507283
C1orf131__chr1,114.219249,146.2569669,85.46397263,165.6065641,136.6204402,121.0786755,97.58294739,114.9992684,98.77087897,88.18340959,180.3457231,129.4581855,98.52237652,193.8344674,99.96972458,116.144147
C1orf132__chr1,8.086318516,10.96927252,2.998735882,23.18491897,9.672243557,0,5.135944599,0.950407177,0.954308009,2.844626116,2.628946401,1.056801514,1.492763281,0,3.844989407,4.60483402
C1orf140__chr1,0.505394907,0,0,0,0,0,0,0,0.477154005,0,0.52578928,1.585202272,0,0,0,0.511648224
C1orf145__chr1,0,0,0,0,0,0,0,9.504071772,0,0,0,0,0,0,0,1.023296449
C1orf159__chr1,10.10789814,5.850278676,1.499367941,18.21672205,4.836121778,5.044944814,8.987903049,13.30570048,5.725848057,4.266939174,10.51578561,10.03961439,8.210198043,0,2.563326271,7.163075142
C1orf162__chr1,0,2.193854504,0,0,9.672243557,35.3146137,1.925979225,21.85936508,4.294386042,21.33469587,0.52578928,5.812408329,14.18125117,0,19.8657786,0
C1orf168__chr1,2.021579629,0,0,0,6.045152223,0,0,0,0,0,0,0.528400757,2.239144921,0,0,0
C1orf174__chr1,51.04488563,54.11507776,74.96839704,36.4334441,88.25922246,50.44944814,57.13738367,51.32198757,67.75586867,38.40245257,65.19787076,59.1808848,47.76842498,58.60111804,69.85064089,58.83954581
C1orf186__chr1,3.032369443,7.312848346,0,1.656065641,0,0,3.209965375,0,4.294386042,0,1.577367841,5.812408329,0,0,0,0
C1orf194__chr1,0,0,0,0,0,0,2.5679723,0,0,0,0,0,0,0,0,0
C1orf198__chr1,362.8735434,213.5351717,260.8900217,193.75968,162.0100796,2391.303842,206.079777,274.6676742,260.0489326,228.9924023,226.0893905,285.3364089,216.4506757,162.2800192,285.8108793,254.8008158
C1orf204__chr1,0,0.731284835,0,0,0,0,2.5679723,0,0,0,0,0,0,0,0,0
C1orf21__chr1,332.549849,404.4005135,253.393182,278.2190277,340.9465854,302.6966889,308.156676,298.4278536,215.6736101,216.1915848,190.8615087,246.2347528,170.175014,117.2022361,159.5670604,274.2434483
C1orf210__chr1,193.5662495,158.6888091,88.46270851,170.574761,209.1622669,110.9887859,250.3772992,185.3293996,232.3740003,366.956769,81.49733844,76.61810979,173.1605406,27.04666986,128.1663136,118.7023881
C1orf216__chr1,3.032369443,1.462569669,0,0,1.209030445,0,0.641993075,0,0.954308009,2.844626116,0,0,0,0,5.767484111,0
C1orf220__chr1,0,0,1.499367941,0,7.254182668,0,1.28398615,5.702443063,0.477154005,0,1.577367841,0,0,0,0.640831568,0.511648224
C1orf226__chr1,41.9477773,24.13239954,34.48546264,24.84098461,37.47994378,80.71911703,38.5195845,19.00814354,27.19777827,24.17932199,10.51578561,21.66443104,27.61612069,31.55444818,21.14744174,18.9309843
C1orf228__chr1,1.516184722,0,0,0,0,0,0,0,0,0,1.577367841,0,0,13.52333493,0,4.093185796
C1orf229__chr1,0,0.731284835,0,1.656065641,1.209030445,0,0,0,0,0,0.52578928,0,0,0,0,0
C1orf233__chr1,44.98014674,37.29552656,19.49178323,39.74557538,68.91473534,161.4382341,73.18721054,87.4374603,41.98955241,81.0718443,96.74522757,124.7025787,37.31908202,58.60111804,108.9413665,91.07338395
C1orf234__chr1,0,0,0,0,0,0,0,0,0.954308009,0,0,0,0,0,0,0
C1orf27__chr1,64.69054812,73.85976829,52.47787793,99.36393846,45.9431569,45.40450333,48.79147369,50.37158039,59.64425059,46.93633091,60.46576723,61.82288859,35.82631873,22.53889155,73.05479873,75.21228899
C1orf35__chr1,34.8722486,15.35698153,26.98862294,23.18491897,27.80770023,20.17977926,42.37154294,50.37158039,36.74085836,65.42640067,26.28946401,28.00524013,23.88421249,4.507778311,73.05479873,28.65230057
C1orf43__chr1,874.3331895,931.6568792,865.1353019,1111.220045,721.7911754,559.9888744,827.5290736,804.9948791,1110.337369,773.7383035,779.7455027,675.8245684,1206.152731,1140.467913,743.3646187,963.9452549
C1orf50__chr1,30.32369443,32.90781755,31.48672676,18.21672205,18.13545667,25.22472407,31.45766067,38.01628709,21.94908422,24.17932199,21.55736049,20.60762953,44.78289842,58.60111804,16.0207892,30.18724524
C1orf52__chr1,38.91540786,40.95195073,26.98862294,49.68196923,33.85285245,50.44944814,57.13738367,68.42931676,49.14686249,25.60163504,37.85682818,36.988053,50.0075699,99.17112284,54.47068327,60.37449049
C1orf53__chr1,13.14026759,25.59496921,23.98988705,66.24262564,39.89800467,25.22472407,12.19786842,2.851221532,16.22323616,12.80081752,8.938417765,14.7952212,32.09441053,9.015556622,10.89413665,25.070763
C1orf54__chr1,4.548554165,8.04413318,2.998735882,0,0,0,0,0.950407177,5.248694052,0,5.257892803,4.755606815,5.971053122,4.507778311,0.640831568,0
C1orf56__chr1,32.85066897,15.35698153,32.9860947,24.84098461,26.59866978,10.08988963,20.5437784,16.15692201,40.0809364,9.956191406,50.47577091,40.15845755,35.07993709,0,53.8298517,44.0017473
C1orf61__chr1,0,0,0,0,1.209030445,0,0,0,0,0,4.206314242,0,1.492763281,13.52333493,0,0
C1orf74__chr1,8.591713423,3.656424173,10.49557559,4.968196923,12.09030445,15.13483444,11.55587535,15.20651484,3.340078033,14.22313058,7.361049924,8.982812872,14.92763281,0,8.330810382,18.41933608
C1orf95__chr1,0,0,0,0,0,0,2.5679723,0,0.477154005,0,0,0,2.239144921,0,0.640831568,0
C1QBP__chr17,158.188606,131.6312702,292.3767485,255.0341087,151.1288056,90.80900666,262.5751676,317.4359972,354.0482715,425.2716043,350.1756607,421.6638042,399.3141776,238.9122505,328.1057627,360.7119982
C1QL1__chr17,0,0,0,0,0,0,10.91388227,34.21465838,0.477154005,0,0,1.056801514,2.239144921,0,0,0
C1QL4__chr12,0,0,0,0,0,0,0,0,0,0,0,0,1.492763281,0,0,0
C1QTNF1__chr17,29.31290462,18.28212086,17.99241529,49.68196923,22.97157845,5.044944814,36.59360527,19.00814354,19.56331419,0,26.28946401,12.68161817,11.94210624,4.507778311,19.8657786,25.58241122
C1QTNF1-AS1__chr17,0.505394907,0,0,0,0,0,0.641993075,0,1.431462014,0,0,0,0,9.015556622,0,0
C1QTNF2__chr5,0.505394907,0.731284835,1.499367941,0,0,0,1.28398615,0,0.954308009,0,0.52578928,0,0,0,0,3.581537571
C1QTNF3__chr5,2.021579629,5.118993842,2.998735882,0,7.254182668,5.044944814,10.2718892,20.9089579,5.248694052,9.956191406,7.886839204,11.0964159,0,0,4.485820975,1.534944673
C1QTNF4__chr11,0,0,0,0,0,0,0,5.702443063,2.385770024,0,0,0,0,0,0,0
C1QTNF6__chr22,4.043159258,2.193854504,0,1.656065641,59.24249179,10.08988963,16.04982687,10.45447895,0,8.533878348,4.206314242,14.26682044,0,0,6.408315678,5.116482245
C1QTNF9B-AS1__chr13,1.516184722,0,0,0,0,5.044944814,0,0,0,0,0,0,0,0,0.640831568,0
C1R__chr12,3.032369443,0.731284835,2.998735882,0,4.836121778,0,1.28398615,1.900814354,1.431462014,0,0,0,0,0,1.281663136,1.534944673
C1RL__chr12,62.16357359,35.83295689,53.97724587,66.24262564,77.37794846,30.26966889,60.34734904,41.8179158,37.21801237,55.47020926,35.22788178,28.53364089,55.97862302,31.55444818,23.06993644,50.141526
C1RL-AS1__chr12,6.064738887,6.581563511,2.998735882,1.656065641,0,0,1.925979225,5.702443063,0.477154005,0,0.52578928,2.642003786,0.74638164,0,3.844989407,0
C1S__chr12,0.505394907,0,0,0,0,0,1.28398615,2.851221532,0.477154005,0,0,0,0,0,1.281663136,0
C2__chr6,6.064738887,9.506702849,10.49557559,0,6.045152223,0,3.85195845,0.950407177,1.908616019,0,2.103157121,2.113603029,9.702961324,0,1.281663136,0
C20orf144__chr20,0,0,0,0,0,0,0,0,0,4.266939174,0,0,0,0,0,0
C20orf166-AS1__chr20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.640831568,2.558241122
C20orf194__chr20,11.62408287,19.0134057,11.99494353,14.90459077,13.29933489,50.44944814,0,0.950407177,0,0,0,0,1.492763281,0,0,0
C20orf195__chr20,2.021579629,0,0,0,0,0,6.419930749,19.95855072,1.908616019,2.844626116,1.051578561,0,1.492763281,0,4.485820975,0
C20orf196__chr20,35.88303841,50.45865358,20.99115117,23.18491897,31.43479156,20.17977926,12.8398615,7.603257418,20.0404682,8.533878348,6.835260644,4.227206057,5.971053122,9.015556622,8.97164195,8.186371591
C20orf197__chr20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.281663136,0
C20orf202__chr20,1.010789814,0,0,0,0,0,1.28398615,0,0,0,0,0,0,0,0,1.023296449
C20orf203__chr20,1.010789814,0,0,0,0,5.044944814,0,0,0.954308009,1.422313058,0,0.528400757,0,0,0,1.023296449
C20orf24__chr20,5.559343979,7.312848346,16.49304735,16.56065641,18.13545667,0,3.85195845,2.851221532,18.13185218,9.956191406,8.412628485,4.755606815,14.18125117,4.507778311,5.126652543,9.721316265
C20orf27__chr20,66.20673285,56.30893226,154.4348979,144.0777108,65.28764401,85.76406184,157.9302964,214.792022,164.1409776,243.2155329,274.4620043,235.6667377,152.2618546,22.53889155,215.3194068,240.4746655
C20orf96__chr20,11.62408287,12.43184219,2.998735882,1.656065641,9.672243557,10.08988963,13.48185457,21.85936508,5.725848057,5.689252232,10.51578561,6.869209843,5.224671482,0,11.53496822,3.581537571
C21orf2__chr21,15.16184722,16.08826636,22.49051911,11.59245949,7.254182668,30.26966889,16.69181995,7.603257418,14.31462014,8.533878348,12.09315345,20.60762953,6.717434763,13.52333493,14.73912606,16.37274318
C21orf58__chr21,6.570133794,5.118993842,4.498103823,0,3.627091334,0,8.987903049,19.00814354,5.725848057,5.689252232,22.08314977,14.26682044,1.492763281,18.03111324,25.63326271,9.20966804
C21orf59__chr21,130.3918861,77.51619246,251.8938141,241.7855836,94.30437468,166.4831789,134.1765527,121.6521187,264.8204726,204.8130803,159.3141519,133.6853916,133.6023136,157.7722409,151.23625,169.3555623
C21orf62__chr21,0.505394907,4.387709007,0,1.656065641,0,0,0,0,1.908616019,0,0,0,0,0,0,0
C21orf62-AS1__chr21,0,0,0,0,0,0,4.493951524,1.900814354,0,0,0,0.528400757,0.74638164,0,0,0
C21orf91__chr21,10.10789814,12.43184219,29.98735882,16.56065641,24.18060889,30.26966889,7.703916899,8.553664595,26.72062426,36.98013951,15.77367841,34.34604922,18.65954101,27.04666986,17.9432839,27.62900412
C22orf23__chr22,0,0,0,0,0,0,0,0,0,5.689252232,0,0,0.74638164,0,0,0
C22orf29__chr22,61.15278377,48.99608392,64.47282146,46.36983795,72.54182668,20.17977926,118.1267258,115.9496756,61.55286661,130.8528013,100.4257525,91.94173175,87.32665192,153.2644626,139.0604502,97.72481087
C22orf34__chr22,0,0,0,0,0,0,0,1.900814354,0,0,1.051578561,0,0,0,0,0
C22orf39__chr22,36.38843332,58.50278676,88.46270851,81.14721641,25.38963934,55.49439296,44.93951524,45.61954451,44.37532244,55.47020926,69.404185,48.61286966,52.99309646,117.2022361,82.66727225,68.56086208
C22orf46__chr22,11.62408287,0,4.498103823,18.21672205,3.627091334,0,4.493951524,9.504071772,7.634464075,5.689252232,18.40262481,5.284007572,1.492763281,0,3.204157839,10.74461271
C2CD2__chr21,22.23737592,25.59496921,61.47408558,31.46524718,21.762548,5.044944814,35.9516122,40.86750862,26.24347026,32.71320033,45.74366738,25.36323634,18.65954101,22.53889155,37.16823093,26.09405945
C2CD2L__chr11,70.75528701,64.35306544,35.98483058,48.02590359,116.0669227,50.44944814,69.97724517,33.2642512,49.62401649,15.64544364,50.47577091,50.72647269,47.76842498,36.06222649,25.63326271,36.32702394
